deal_number_version,unit_id,outlet,daypart,st_id,selling_title,advertiser,deal_name,deal_type,booked_week_monday,week_num,year,quarter,inv_len,inventory_type_code,feature,broadcast_date,actual_air_datetime,adu_ind,count_in_audience_totals,booked_dollars,rc_dollars,posting_status,primary_demo_code,primary_demo_selling_imps_booked,primary_demo_internal_estimates_or_actuals,hh_demo_selling_imps_booked,hh_demo_internal_estimates_or_actuals,a18_49_selling_imps,a18_49_post_internal_estimates_or_actuals,w18_49_selling_imps,w18_49_post_internal_estimates_or_actuals,m18_49_selling_imps,m18_49_post_internal_estimates_or_actuals,k2_11_selling_imps,k2_11_post_post_internal_estimates_or_actuals,p2_plus_selling_imps,p2_plus_post_internal_estimates_or_actuals,data_stream_set,rate_card_name,agency_name_buying,deal_flight_start_date,deal_flight_end_date,isci_code,brand,deal_status,business_date
191051-4,156890461,Univision Network,INTEGRATION,366438,Despierta America Segment (M-F 7-10A),TBA,Farmacia de Ahorro 2Q-4Q24 SCATTER,Regular,8/12/24,7,2024,3,30,NR,Brand Spotlight,,,N,Y,"$9,738","$7,608",IE,A18+,"442,763","368,978","400,200","333,507","148,044","123,373","91,280","76,069","56,764","47,304","34,580","28,817","491,095","409,255",BD Comm'l Live +3,2023-2024 Upfront Ratecard,Univision Communications,04/01/2024,12/29/2024,,TBA,Most Likely,2024-05-01
191051-4,156896113,Univision Network,INTEGRATION,366438,Despierta America Segment (M-F 7-10A),TBA,Farmacia de Ahorro 2Q-4Q24 SCATTER,Regular,12/16/24,12,2024,4,30,NR,Brand Spotlight,,,N,Y,"$9,468","$7,397",IE,A18+,"522,419","416,395","480,552","354,751","159,177","105,800","103,642","71,289","55,535","34,511","29,885","18,054","562,991","445,409",BD Comm'l Live +3,2023-2024 Upfront Ratecard,Univision Communications,04/01/2024,12/29/2024,,TBA,Most Likely,2024-05-01
191051-4,156896112,Univision Network,INTEGRATION,366438,Despierta America Segment (M-F 7-10A),TBA,Farmacia de Ahorro 2Q-4Q24 SCATTER,Regular,11/4/24,6,2024,4,30,NR,Brand Spotlight,,,N,Y,"$9,468","$7,397",IE,A18+,"522,419","416,395","480,552","354,751","159,177","105,800","103,642","71,289","55,535","34,511","29,885","18,054","562,991","445,409",BD Comm'l Live +3,2023-2024 Upfront Ratecard,Univision Communications,04/01/2024,12/29/2024,,TBA,Most Likely,2024-05-01
191051-4,156890460,Univision Network,INTEGRATION,366438,Despierta America Segment (M-F 7-10A),TBA,Farmacia de Ahorro 2Q-4Q24 SCATTER,Regular,6/17/24,12,2024,2,30,NR,Brand Spotlight,,,N,Y,"$11,069","$8,648",IE,A18+,"542,012","419,405","498,576","357,317","165,143","106,564","107,526","71,805","57,617","34,759","31,006","18,183","584,105","448,628",BD Comm'l Live +3,2023-2024 Upfront Ratecard,Univision Communications,04/01/2024,12/29/2024,,TBA,Most Likely,2024-05-01
191051-4,156890459,Univision Network,INTEGRATION,366438,Despierta America Segment (M-F 7-10A),TBA,Farmacia de Ahorro 2Q-4Q24 SCATTER,Regular,5/20/24,8,2024,2,30,NR,Brand Spotlight,,,N,Y,"$11,069","$8,648",IE,A18+,"542,012","419,405","498,576","357,317","165,143","106,564","107,526","71,805","57,617","34,759","31,006","18,183","584,105","448,628",BD Comm'l Live +3,2023-2024 Upfront Ratecard,Univision Communications,04/01/2024,12/29/2024,,TBA,Most Likely,2024-05-01
188527-65,157152963,UniMAS,FRINGE,389503,Early Fringe Entertainment (M-F 3-7P),Paramount Pictures Corp.,UMA Paramount 23-24 UF v4,Regular,6/24/24,13,2024,2,15,NR, ,,,N,Y,$982,$688,IE,A18-49,"54,000","38,584","64,000","44,143","54,000","38,584","26,000","18,902","29,000","19,683","5,000","3,982","103,000","72,323",Comm'l Live +3,2023-2024 Upfront Ratecard,Wavemaker Global,09/25/2023,09/29/2024,,A Quiet Place,Order,2024-05-01
188527-65,157248109,UniMAS,FRINGE,389503,Early Fringe Entertainment (M-F 3-7P),Paramount Pictures Corp.,UMA Paramount 23-24 UF v4,Regular,6/10/24,11,2024,2,15,NR, ,,,N,Y,$570,$688,IE,A18-49,"126,000","38,584","300,000","44,143","126,000","38,584","48,000","18,902","78,000","19,683","42,000","3,982","408,000","72,323",Comm'l Live +3,2023-2024 Upfront Ratecard,Wavemaker Global,09/25/2023,09/29/2024,,A Quiet Place,Order,2024-05-01
191051-4,156767417,UniMAS,FRINGE,389503,Early Fringe Entertainment (M-F 3-7P),TBA,Farmacia de Ahorro 2Q-4Q24 SCATTER,Regular,7/15/24,3,2024,3,30,NR, ,,,N,Y,"$1,686","$1,405",IE,A18+,"198,060","103,701","147,662","77,314","107,912","56,500","50,337","26,355","57,575","30,145","14,460","7,571","225,291","117,959",BD Comm'l Live +3,2023-2024 Upfront Ratecard,Univision Communications,04/01/2024,12/29/2024,,TBA,Most Likely,2024-05-01
191051-4,156817602,UniMAS,FRINGE,389503,Early Fringe Entertainment (M-F 3-7P),TBA,Farmacia de Ahorro 2Q-4Q24 SCATTER,Regular,9/23/24,13,2024,3,30,NR, ,,,N,Y,"$1,686","$1,405",IE,A18+,"198,060","103,701","147,662","77,314","107,912","56,500","50,337","26,355","57,575","30,145","14,460","7,571","225,291","117,959",BD Comm'l Live +3,2023-2024 Upfront Ratecard,Univision Communications,04/01/2024,12/29/2024,,TBA,Most Likely,2024-05-01
191051-4,156817298,UniMAS,FRINGE,389503,Early Fringe Entertainment (M-F 3-7P),TBA,Farmacia de Ahorro 2Q-4Q24 SCATTER,Regular,6/3/24,10,2024,2,30,NR, ,,,N,Y,"$1,760","$1,467",IE,A18+,"183,582","105,335","128,173","73,542","112,091","64,315","54,927","31,515","57,164","32,800","11,569","6,637","210,003","120,493",BD Comm'l Live +3,2023-2024 Upfront Ratecard,Univision Communications,04/01/2024,12/29/2024,,TBA,Most Likely,2024-05-01
191051-4,156817212,UniMAS,FRINGE,389503,Early Fringe Entertainment (M-F 3-7P),TBA,Farmacia de Ahorro 2Q-4Q24 SCATTER,Regular,4/29/24,5,2024,2,30,NR, ,,,N,Y,"$1,760","$1,467",IE,A18+,"183,582","105,335","128,173","73,542","112,091","64,315","54,927","31,515","57,164","32,800","11,569","6,637","210,003","120,493",BD Comm'l Live +3,2023-2024 Upfront Ratecard,Univision Communications,04/01/2024,12/29/2024,,TBA,Most Likely,2024-05-01
191051-4,156818251,UniMAS,FRINGE,389503,Early Fringe Entertainment (M-F 3-7P),TBA,Farmacia de Ahorro 2Q-4Q24 SCATTER,Regular,11/11/24,7,2024,4,30,NR, ,,,N,Y,"$1,934","$1,612",IE,A18+,"201,631","138,104","151,548","103,801","105,487","72,251","53,685","36,771","51,802","35,480","12,576","8,614","228,168","156,281",BD Comm'l Live +3,2023-2024 Upfront Ratecard,Univision Communications,04/01/2024,12/29/2024,,TBA,Most Likely,2024-05-01
191051-4,156818250,UniMAS,FRINGE,389503,Early Fringe Entertainment (M-F 3-7P),TBA,Farmacia de Ahorro 2Q-4Q24 SCATTER,Regular,10/14/24,3,2024,4,30,NR, ,,,N,Y,"$1,934","$1,612",IE,A18+,"201,631","138,104","151,548","103,801","105,487","72,251","53,685","36,771","51,802","35,480","12,576","8,614","228,168","156,281",BD Comm'l Live +3,2023-2024 Upfront Ratecard,Univision Communications,04/01/2024,12/29/2024,,TBA,Most Likely,2024-05-01
188187-89,157304088,TUDN,SPORTS,275287,LMX Playoffs: Live Games (M-SU 6A-6A),General Motors Corp.,GM LMX 23-24 UF v4,Regular,4/29/24,5,2024,2,1,IN,Clock Wraps,,,N,N,$0,$0,,A18-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Program Live+SD,2023-2024 Upfront Ratecard,Carat North America,09/25/2023,09/29/2024,,HOH-Chevy Truck Multiline,Order,2024-05-01
190538-29,156239406,TUDN,SPORTS,275287,LMX Playoffs: Live Games (M-SU 6A-6A),Boost Mobile,Boost LMX 2024 REX from Infinite,Regular,4/29/24,5,2024,2,1,IN,Keys to Victory,,,N,N,$0,$0,,A18-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Program Live+SD,2023-2024 Upfront Ratecard,Hispanic Group Corp.,02/26/2024,12/29/2024,,Boost,Order,2024-05-01
190538-29,156239405,TUDN,SPORTS,275287,LMX Playoffs: Live Games (M-SU 6A-6A),Boost Mobile,Boost LMX 2024 REX from Infinite,Regular,4/29/24,5,2024,2,1,IN,Billboard,,,N,N,$0,$0,,A18-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Program Live+SD,2023-2024 Upfront Ratecard,Hispanic Group Corp.,02/26/2024,12/29/2024,,Boost,Order,2024-05-01
187299-148,151963497,TUDN,SPORTS,275287,LMX Playoffs: Live Games (M-SU 6A-6A),Verizon Wireless,LMX Verizon 23.24  UF v2,Regular,4/29/24,5,2024,2,1,IN,Billboard,,,N,N,$0,$0,,A18-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Program Live+SD,2023-2024 Upfront Ratecard,Zenith Media,09/25/2023,09/29/2024,,MAGH- Verizon Apple,Order,2024-05-01
187299-148,151963504,TUDN,SPORTS,275287,LMX Playoffs: Live Games (M-SU 6A-6A),Verizon Wireless,LMX Verizon 23.24  UF v2,Regular,4/29/24,5,2024,2,1,IN,Lower Third,,,N,N,$0,$0,,A18-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Program Live+SD,2023-2024 Upfront Ratecard,Zenith Media,09/25/2023,09/29/2024,,MAGH- Verizon Apple,Order,2024-05-01
188187-89,157304083,TUDN,SPORTS,275287,LMX Playoffs: Live Games (M-SU 6A-6A),General Motors Corp.,GM LMX 23-24 UF v4,Regular,4/29/24,5,2024,2,1,IN,Billboard,,,N,N,$0,$0,,A18-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Program Live+SD,2023-2024 Upfront Ratecard,Carat North America,09/25/2023,09/29/2024,,HOH-Chevy Truck Multiline,Order,2024-05-01
188187-89,157304087,TUDN,SPORTS,275287,LMX Playoffs: Live Games (M-SU 6A-6A),General Motors Corp.,GM LMX 23-24 UF v4,Regular,4/29/24,5,2024,2,1,IN,Clock Wraps,,,N,N,$0,$0,,A18-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Program Live+SD,2023-2024 Upfront Ratecard,Carat North America,09/25/2023,09/29/2024,,HOH-Chevy Truck Multiline,Order,2024-05-01
187299-148,151963498,TUDN,SPORTS,275287,LMX Playoffs: Live Games (M-SU 6A-6A),Verizon Wireless,LMX Verizon 23.24  UF v2,Regular,4/29/24,5,2024,2,1,IN,Billboard,,,N,N,$0,$0,,A18-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Program Live+SD,2023-2024 Upfront Ratecard,Zenith Media,09/25/2023,09/29/2024,,MAGH- Verizon Apple,Order,2024-05-01
187299-148,151963501,TUDN,SPORTS,275287,LMX Playoffs: Live Games (M-SU 6A-6A),Verizon Wireless,LMX Verizon 23.24  UF v2,Regular,4/29/24,5,2024,2,1,IN,Clock Wraps,,,N,N,$0,$0,,A18-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Program Live+SD,2023-2024 Upfront Ratecard,Zenith Media,09/25/2023,09/29/2024,,MAGH- Verizon Apple,Order,2024-05-01
187299-148,151963500,TUDN,SPORTS,275287,LMX Playoffs: Live Games (M-SU 6A-6A),Verizon Wireless,LMX Verizon 23.24  UF v2,Regular,4/29/24,5,2024,2,1,IN,Clock Wraps,,,N,N,$0,$0,,A18-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Program Live+SD,2023-2024 Upfront Ratecard,Zenith Media,09/25/2023,09/29/2024,,MAGH- Verizon Apple,Order,2024-05-01
187299-148,151963503,TUDN,SPORTS,275287,LMX Playoffs: Live Games (M-SU 6A-6A),Verizon Wireless,LMX Verizon 23.24  UF v2,Regular,4/29/24,5,2024,2,1,IN,Lower Third,,,N,N,$0,$0,,A18-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Program Live+SD,2023-2024 Upfront Ratecard,Zenith Media,09/25/2023,09/29/2024,,MAGH- Verizon Apple,Order,2024-05-01
187358-72,156825114,TUDN,SPORTS,275287,LMX Playoffs: Live Games (M-SU 6A-6A),"Pizza Hut, Inc.",TUDN Pizza Hut Base 23-24 UF v2,Regular,4/29/24,5,2024,2,15,NR, ,,,N,Y,"$3,564","$4,743",IE,A18-49,"148,220","62,580","197,420","83,315","148,220","62,580","51,020","21,541","97,200","41,040","26,266","11,090","304,487","128,558",Program Live+SD,2023-2024 Upfront Ratecard,Spark Foundry,09/25/2023,09/29/2024,,12A- $12 Any,Order,2024-05-01
187358-72,156825119,TUDN,SPORTS,275287,LMX Playoffs: Live Games (M-SU 6A-6A),"Pizza Hut, Inc.",TUDN Pizza Hut Base 23-24 UF v2,Regular,4/29/24,5,2024,2,15,NR, ,,,N,Y,"$3,565","$4,743",IE,A18-49,"148,221","62,580","197,421","83,315","148,221","62,580","51,020","21,541","97,201","41,040","26,267","11,090","304,488","128,558",Program Live+SD,2023-2024 Upfront Ratecard,Spark Foundry,09/25/2023,09/29/2024,,12A- $12 Any,Order,2024-05-01
187358-72,156825115,TUDN,SPORTS,275287,LMX Playoffs: Live Games (M-SU 6A-6A),"Pizza Hut, Inc.",TUDN Pizza Hut Base 23-24 UF v2,Regular,4/29/24,5,2024,2,15,NR, ,,,N,Y,"$3,565","$4,743",IE,A18-49,"148,221","62,580","197,421","83,315","148,221","62,580","51,020","21,541","97,201","41,040","26,267","11,090","304,488","128,558",Program Live+SD,2023-2024 Upfront Ratecard,Spark Foundry,09/25/2023,09/29/2024,,12A- $12 Any,Order,2024-05-01
186760-168,151350594,TUDN,SPORTS,275287,LMX Playoffs: Live Games (M-SU 6A-6A),T-Mobile,LMX TMO 23.24 UF v4,Regular,4/29/24,5,2024,2,15,INF,Magenta Flash Virtual FB,,,N,Y,"$2,788","$4,447",IE,A18-49,"148,221","62,580","197,421","83,315","148,221","62,580","51,020","21,541","97,201","41,040","26,267","11,090","304,488","128,558",Program Live+SD,2023-2024 Upfront Ratecard,Initiative North America,01/01/2024,12/29/2024,,TPRE-Pre-paid,Order,2024-05-01
187358-72,156825108,TUDN,SPORTS,275287,LMX Playoffs: Live Games (M-SU 6A-6A),"Pizza Hut, Inc.",TUDN Pizza Hut Base 23-24 UF v2,Regular,4/29/24,5,2024,2,15,NR, ,,,N,Y,"$3,564","$4,743",IE,A18-49,"148,220","62,580","197,420","83,315","148,220","62,580","51,020","21,541","97,200","41,040","26,266","11,090","304,487","128,558",Program Live+SD,2023-2024 Upfront Ratecard,Spark Foundry,09/25/2023,09/29/2024,,12A- $12 Any,Order,2024-05-01
188314-58,157323741,TUDN,SPORTS,275287,LMX Playoffs: Live Games (M-SU 6A-6A),Coca-Cola North America,LMX Coca-Cola 23-24 UF v5,Regular,4/29/24,5,2024,2,15,NR, ,,,N,Y,"$5,068","$4,447",IE,A18-49,"148,220","62,580","197,420","83,315","148,220","62,580","51,020","21,541","97,200","41,040","26,266","11,090","304,487","128,558",Program Live+SD,2023-2024 Upfront Ratecard,Mediacom,01/01/2024,12/29/2024,,CSP-Coke Spiced,Order,2024-05-01
187358-72,156825113,TUDN,SPORTS,275287,LMX Playoffs: Live Games (M-SU 6A-6A),"Pizza Hut, Inc.",TUDN Pizza Hut Base 23-24 UF v2,Regular,4/29/24,5,2024,2,15,NR, ,,,N,Y,"$3,565","$4,743",IE,A18-49,"148,221","62,580","197,421","83,315","148,221","62,580","51,020","21,541","97,201","41,040","26,267","11,090","304,488","128,558",Program Live+SD,2023-2024 Upfront Ratecard,Spark Foundry,09/25/2023,09/29/2024,,12A- $12 Any,Order,2024-05-01
187358-72,156825117,TUDN,SPORTS,275287,LMX Playoffs: Live Games (M-SU 6A-6A),"Pizza Hut, Inc.",TUDN Pizza Hut Base 23-24 UF v2,Regular,4/29/24,5,2024,2,15,NR, ,,,N,Y,"$3,565","$4,743",IE,A18-49,"148,221","62,580","197,421","83,315","148,221","62,580","51,020","21,541","97,201","41,040","26,267","11,090","304,488","128,558",Program Live+SD,2023-2024 Upfront Ratecard,Spark Foundry,09/25/2023,09/29/2024,,12A- $12 Any,Order,2024-05-01
188026-55,157323881,TUDN,SPORTS,275287,LMX Playoffs: Live Games (M-SU 6A-6A),Burger King Corp.,Burger King LMX 23/24 UF v4,Regular,4/29/24,5,2024,2,15,NR, ,,,N,Y,"$5,175","$4,447",IE,A18-49,"148,221","62,580","197,421","83,315","148,221","62,580","51,020","21,541","97,201","41,040","26,267","11,090","304,488","128,558",Program Live+SD,2023-2024 Upfront Ratecard,PHD,09/25/2023,09/29/2024,,WFH - $2.99 Wraps ft. Fiery Buffalo,Order,2024-05-01
188026-55,157323882,TUDN,SPORTS,275287,LMX Playoffs: Live Games (M-SU 6A-6A),Burger King Corp.,Burger King LMX 23/24 UF v4,Regular,4/29/24,5,2024,2,15,NR, ,,,N,Y,"$5,175","$4,447",IE,A18-49,"148,221","62,580","197,421","83,315","148,221","62,580","51,020","21,541","97,201","41,040","26,267","11,090","304,488","128,558",Program Live+SD,2023-2024 Upfront Ratecard,PHD,09/25/2023,09/29/2024,,WFH - $2.99 Wraps ft. Fiery Buffalo,Order,2024-05-01
188314-58,157323742,TUDN,SPORTS,275287,LMX Playoffs: Live Games (M-SU 6A-6A),Coca-Cola North America,LMX Coca-Cola 23-24 UF v5,Regular,4/29/24,5,2024,2,15,NR, ,,,N,Y,"$5,068","$4,447",IE,A18-49,"148,220","62,580","197,420","83,315","148,220","62,580","51,020","21,541","97,200","41,040","26,266","11,090","304,487","128,558",Program Live+SD,2023-2024 Upfront Ratecard,Mediacom,01/01/2024,12/29/2024,,CSP-Coke Spiced,Order,2024-05-01
187358-72,156825116,TUDN,SPORTS,275287,LMX Playoffs: Live Games (M-SU 6A-6A),"Pizza Hut, Inc.",TUDN Pizza Hut Base 23-24 UF v2,Regular,4/29/24,5,2024,2,15,NR, ,,,N,Y,"$3,564","$4,743",IE,A18-49,"148,220","62,580","197,420","83,315","148,220","62,580","51,020","21,541","97,200","41,040","26,266","11,090","304,487","128,558",Program Live+SD,2023-2024 Upfront Ratecard,Spark Foundry,09/25/2023,09/29/2024,,12A- $12 Any,Order,2024-05-01
187358-72,156825110,TUDN,SPORTS,275287,LMX Playoffs: Live Games (M-SU 6A-6A),"Pizza Hut, Inc.",TUDN Pizza Hut Base 23-24 UF v2,Regular,4/29/24,5,2024,2,15,NR, ,,,N,Y,"$3,564","$4,743",IE,A18-49,"148,220","62,580","197,420","83,315","148,220","62,580","51,020","21,541","97,200","41,040","26,266","11,090","304,487","128,558",Program Live+SD,2023-2024 Upfront Ratecard,Spark Foundry,09/25/2023,09/29/2024,,12A- $12 Any,Order,2024-05-01
187358-72,156825111,TUDN,SPORTS,275287,LMX Playoffs: Live Games (M-SU 6A-6A),"Pizza Hut, Inc.",TUDN Pizza Hut Base 23-24 UF v2,Regular,4/29/24,5,2024,2,15,NR, ,,,N,Y,"$3,565","$4,743",IE,A18-49,"148,221","62,580","197,421","83,315","148,221","62,580","51,020","21,541","97,201","41,040","26,267","11,090","304,488","128,558",Program Live+SD,2023-2024 Upfront Ratecard,Spark Foundry,09/25/2023,09/29/2024,,12A- $12 Any,Order,2024-05-01
187358-72,156825112,TUDN,SPORTS,275287,LMX Playoffs: Live Games (M-SU 6A-6A),"Pizza Hut, Inc.",TUDN Pizza Hut Base 23-24 UF v2,Regular,4/29/24,5,2024,2,15,NR, ,,,N,Y,"$3,564","$4,743",IE,A18-49,"148,220","62,580","197,420","83,315","148,220","62,580","51,020","21,541","97,200","41,040","26,266","11,090","304,487","128,558",Program Live+SD,2023-2024 Upfront Ratecard,Spark Foundry,09/25/2023,09/29/2024,,12A- $12 Any,Order,2024-05-01
187358-72,156825120,TUDN,SPORTS,275287,LMX Playoffs: Live Games (M-SU 6A-6A),"Pizza Hut, Inc.",TUDN Pizza Hut Base 23-24 UF v2,Regular,4/29/24,5,2024,2,15,NR, ,,,N,Y,"$3,564","$4,743",IE,A18-49,"148,220","62,580","197,420","83,315","148,220","62,580","51,020","21,541","97,200","41,040","26,266","11,090","304,487","128,558",Program Live+SD,2023-2024 Upfront Ratecard,Spark Foundry,09/25/2023,09/29/2024,,12A- $12 Any,Order,2024-05-01
187358-72,156825118,TUDN,SPORTS,275287,LMX Playoffs: Live Games (M-SU 6A-6A),"Pizza Hut, Inc.",TUDN Pizza Hut Base 23-24 UF v2,Regular,4/29/24,5,2024,2,15,NR, ,,,N,Y,"$3,564","$4,743",IE,A18-49,"148,220","62,580","197,420","83,315","148,220","62,580","51,020","21,541","97,200","41,040","26,266","11,090","304,487","128,558",Program Live+SD,2023-2024 Upfront Ratecard,Spark Foundry,09/25/2023,09/29/2024,,12A- $12 Any,Order,2024-05-01
187358-72,156825107,TUDN,SPORTS,275287,LMX Playoffs: Live Games (M-SU 6A-6A),"Pizza Hut, Inc.",TUDN Pizza Hut Base 23-24 UF v2,Regular,4/29/24,5,2024,2,15,NR, ,,,N,Y,"$3,565","$4,743",IE,A18-49,"148,221","62,580","197,421","83,315","148,221","62,580","51,020","21,541","97,201","41,040","26,267","11,090","304,488","128,558",Program Live+SD,2023-2024 Upfront Ratecard,Spark Foundry,09/25/2023,09/29/2024,,12A- $12 Any,Order,2024-05-01
187358-72,156825109,TUDN,SPORTS,275287,LMX Playoffs: Live Games (M-SU 6A-6A),"Pizza Hut, Inc.",TUDN Pizza Hut Base 23-24 UF v2,Regular,4/29/24,5,2024,2,15,NR, ,,,N,Y,"$3,565","$4,743",IE,A18-49,"148,221","62,580","197,421","83,315","148,221","62,580","51,020","21,541","97,201","41,040","26,267","11,090","304,488","128,558",Program Live+SD,2023-2024 Upfront Ratecard,Spark Foundry,09/25/2023,09/29/2024,,12A- $12 Any,Order,2024-05-01
190984-29,156980975,TUDN,SPORTS,275287,LMX Playoffs: Live Games (M-SU 6A-6A),"Papa John's International, Inc.",Univision Sports Papa John's 2Q'24 UF,Regular,4/29/24,5,2024,2,15,NR, ,,,N,Y,"$5,954","$4,447",IE,A18-49,"148,221","62,580","197,421","83,315","148,221","62,580","51,020","21,541","97,201","41,040","26,267","11,090","304,488","128,558",Program Live+SD,2023-2024 Upfront Ratecard,Carat North America,04/01/2024,06/30/2024,,PJG-Papa John's General,Order,2024-05-01
187207-115,156516728,TUDN,SPORTS,275287,LMX Playoffs: Live Games (M-SU 6A-6A),McDonald's,TUDN McDonald's Base 23/24 Upfront v4,Regular,4/29/24,5,2024,2,15,NR, ,,,N,Y,"$4,449","$4,447",IE,A18-49,"148,220","62,580","197,420","83,315","148,220","62,580","51,020","21,541","97,200","41,040","26,266","11,090","304,487","128,558",Program Live+SD,2023-2024 Upfront Ratecard,Starcom,09/25/2023,09/29/2024,,McCrispy - CHK1,Order,2024-05-01
187207-115,156516727,TUDN,SPORTS,275287,LMX Playoffs: Live Games (M-SU 6A-6A),McDonald's,TUDN McDonald's Base 23/24 Upfront v4,Regular,4/29/24,5,2024,2,15,NR, ,,,N,Y,"$4,449","$4,447",IE,A18-49,"148,221","62,580","197,421","83,315","148,221","62,580","51,020","21,541","97,201","41,040","26,267","11,090","304,488","128,558",Program Live+SD,2023-2024 Upfront Ratecard,Starcom,09/25/2023,09/29/2024,,McCrispy - CHK1,Order,2024-05-01
187299-148,151963506,TUDN,SPORTS,275287,LMX Playoffs: Live Games (M-SU 6A-6A),Verizon Wireless,LMX Verizon 23.24  UF v2,Regular,4/29/24,5,2024,2,15,INF,Virtual Field Board,,,N,Y,"$3,175","$4,447",IE,A18-49,"148,221","62,580","197,421","83,315","148,221","62,580","51,020","21,541","97,201","41,040","26,267","11,090","304,488","128,558",Program Live+SD,2023-2024 Upfront Ratecard,Zenith Media,09/25/2023,09/29/2024,,MAGH- Verizon Apple,Order,2024-05-01
187623-153,156365501,TUDN,SPORTS,275287,LMX Playoffs: Live Games (M-SU 6A-6A),"Domino's Pizza, Inc.",TUDN Domino's 23-24 UF,Regular,4/29/24,5,2024,2,15,NR, ,,,N,Y,"$7,508","$4,447",IE,A18-49,"148,221","62,580","197,421","83,315","148,221","62,580","51,020","21,541","97,201","41,040","26,267","11,090","304,488","128,558",Program Live+SD,2023-2024 Upfront Ratecard,MindShare,09/25/2023,09/29/2024,,Various,Order,2024-05-01
187099-154,156933558,TUDN,SPORTS,275287,LMX Playoffs: Live Games (M-SU 6A-6A),Taco Bell,TUDN Taco Bell 23/24 UF Plan,Regular,4/29/24,5,2024,2,15,NR, ,,,N,Y,"$5,349","$4,447",IE,A18-49,"148,220","62,580","197,420","83,315","148,220","62,580","51,020","21,541","97,200","41,040","26,266","11,090","304,487","128,558",Program Live+SD,2023-2024 Upfront Ratecard,Spark Foundry,09/25/2023,09/29/2024,,HCMU: Cantina Menu,Order,2024-05-01
187207-115,156516729,TUDN,SPORTS,275287,LMX Playoffs: Live Games (M-SU 6A-6A),McDonald's,TUDN McDonald's Base 23/24 Upfront v4,Regular,4/29/24,5,2024,2,15,NR, ,,,N,Y,"$4,449","$4,447",IE,A18-49,"148,221","62,580","197,421","83,315","148,221","62,580","51,020","21,541","97,201","41,040","26,267","11,090","304,488","128,558",Program Live+SD,2023-2024 Upfront Ratecard,Starcom,09/25/2023,09/29/2024,,McCrispy - CHK1,Order,2024-05-01
190984-29,156980976,TUDN,SPORTS,275287,LMX Playoffs: Live Games (M-SU 6A-6A),"Papa John's International, Inc.",Univision Sports Papa John's 2Q'24 UF,Regular,4/29/24,5,2024,2,15,NR, ,,,N,Y,"$5,953","$4,447",IE,A18-49,"148,220","62,580","197,420","83,315","148,220","62,580","51,020","21,541","97,200","41,040","26,266","11,090","304,487","128,558",Program Live+SD,2023-2024 Upfront Ratecard,Carat North America,04/01/2024,06/30/2024,,PJG-Papa John's General,Order,2024-05-01
187099-154,156933557,TUDN,SPORTS,275287,LMX Playoffs: Live Games (M-SU 6A-6A),Taco Bell,TUDN Taco Bell 23/24 UF Plan,Regular,4/29/24,5,2024,2,15,NR, ,,,N,Y,"$5,349","$4,447",IE,A18-49,"148,221","62,580","197,421","83,315","148,221","62,580","51,020","21,541","97,201","41,040","26,267","11,090","304,488","128,558",Program Live+SD,2023-2024 Upfront Ratecard,Spark Foundry,09/25/2023,09/29/2024,,HCMU: Cantina Menu,Order,2024-05-01
187299-148,151963507,TUDN,SPORTS,275287,LMX Playoffs: Live Games (M-SU 6A-6A),Verizon Wireless,LMX Verizon 23.24  UF v2,Regular,4/29/24,5,2024,2,15,INF,Virtual Field Board,,,N,Y,"$3,175","$4,447",IE,A18-49,"148,221","62,580","197,421","83,315","148,221","62,580","51,020","21,541","97,201","41,040","26,267","11,090","304,488","128,558",Program Live+SD,2023-2024 Upfront Ratecard,Zenith Media,09/25/2023,09/29/2024,,MAGH- Verizon Apple,Order,2024-05-01
187207-115,156516730,TUDN,SPORTS,275287,LMX Playoffs: Live Games (M-SU 6A-6A),McDonald's,TUDN McDonald's Base 23/24 Upfront v4,Regular,4/29/24,5,2024,2,15,NR, ,,,N,Y,"$4,449","$4,447",IE,A18-49,"148,220","62,580","197,420","83,315","148,220","62,580","51,020","21,541","97,200","41,040","26,266","11,090","304,487","128,558",Program Live+SD,2023-2024 Upfront Ratecard,Starcom,09/25/2023,09/29/2024,,McCrispy - CHK1,Order,2024-05-01
188008-167,156789913,TUDN,SPORTS,275287,LMX Playoffs: Live Games (M-SU 6A-6A),P&G - Dentsu,P&G Dentsu TUDN/Sports Portfolio 23-24 UF v3,Regular,4/29/24,5,2024,2,15,NR, ,,,N,Y,"$3,194","$4,447",IE,M18-64,"162,192","68,480","197,421","83,315","148,221","62,580","51,020","21,541","97,201","41,040","26,267","11,090","304,488","128,558",Program Live+SD,2023-2024 Upfront Ratecard,Carat North America,09/25/2023,09/29/2024,,ALH-Always Feminine Care,Order,2024-05-01
